area,lat,lon,legal,direction,front_width,access_road,floors,bedrooms,bathrooms,interior,is_car_accessible,is_corner,price
217.8,10.74192087,106.6413439,Sổ hồng/Sổ đỏ,Đông Bắc,4.0,6.0,1,4.0,2.0,Cơ bản,1,0,19.5
49.5,10.83012397,106.6380782,Sổ hồng/Sổ đỏ,Chưa xác định,3.3,4.4,3,4.0,6.0,Đầy đủ,1,0,4.96
71.3,10.76216015,106.6705447,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,20.0,6,8.0,9.0,Thỏa thuận,1,0,26.5
100.0,10.74163036,106.6983106,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,5,4.0,6.0,Thỏa thuận,0,0,32.2
78.0,10.74338655,106.6843731,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,3.0,2.0,Nhà trống,0,0,6.97
84.0,10.88242869,106.6523948,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,5,4.0,5.0,Đầy đủ,1,0,8.5
68.0,10.77584153,106.6407918,Giấy tờ khác,Chưa xác định,4.0,2.5,2,3.0,3.0,Thỏa thuận,0,0,6.0
41.0,10.76882567,106.6806685,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,12.0,5,3.0,4.0,Đầy đủ,1,0,12.9
54.0,10.73803269,106.7229112,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,12.0,1,3.0,3.0,Nhà trống,1,0,13.0
60.0,10.73785411,106.7050048,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,2,4.0,4.0,Đầy đủ,1,0,9.9
36.0,10.8023537,106.6587365,Sổ hồng/Sổ đỏ,Chưa xác định,3.6,12.0,4,4.0,4.0,Thỏa thuận,1,0,7.1
68.0,10.84086999,106.642145,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.5,2,2.0,2.0,Nhà trống,0,0,4.85
100.0,10.85504181,106.6982149,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,16.0,4,6.0,5.0,Đầy đủ,1,1,12.3
56.0,10.8796634,106.6656587,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,7.0,5,4.0,5.0,Đầy đủ,1,0,5.99
70.0,10.82657158,106.6362507,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,15.0,2,4.0,4.0,Đầy đủ,1,0,13.5
50.0,10.80491991,106.672757,Sổ hồng/Sổ đỏ,Chưa xác định,6.3,6.0,4,4.0,4.0,Đầy đủ,1,0,9.7
49.0,10.75757082,106.681,Sổ hồng/Sổ đỏ,Chưa xác định,3.8,4.0,3,3.0,4.0,Đầy đủ,1,0,3.85
150.0,10.78539684,106.6249711,Sổ hồng/Sổ đỏ,Đông Nam,8.0,20.0,2,4.0,3.0,Thỏa thuận,1,1,22.7
35.6,10.84250397,106.6429583,Sổ hồng/Sổ đỏ,Chưa xác định,3.3,2.5,2,2.0,2.0,Đầy đủ,0,0,3.59
160.0,10.79010542,106.622181,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,20.0,3,4.0,4.0,Đầy đủ,1,0,44.0
68.0,10.80712261,106.6799341,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,11.0,11.0,Thỏa thuận,0,0,13.2
40.0,10.82919845,106.6892906,Sổ hồng/Sổ đỏ,Bắc,5.0,6.0,2,3.0,2.0,Đầy đủ,1,0,5.45
44.0,10.75199698,106.6410662,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,3.0,2.0,Thỏa thuận,0,0,1.79
57.0,10.74369174,106.6846226,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,4,4.0,4.0,Nhà trống,1,0,6.8
60.0,10.79047095,106.6372012,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,10.0,4,3.0,3.0,Đầy đủ,1,0,9.8
84.0,10.76750223,106.6796482,Sổ hồng/Sổ đỏ,Tây Bắc,6.0,8.0,7,6.0,7.0,Đầy đủ,1,0,26.5
52.0,10.8133991,106.6254402,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,2,2.0,2.0,Đầy đủ,1,0,5.5
52.0,10.7918156,106.7801092,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,4.0,3,4.0,5.0,Đầy đủ,1,1,6.1
57.0,10.7977884,106.658234,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,4,5.0,4.0,Đầy đủ,1,0,8.9
51.4,10.8447569,106.6783559,Sổ hồng/Sổ đỏ,Tây,4.0,4.0,4,3.0,4.0,Đầy đủ,1,0,9.2
122.0,10.79445966,106.6897269,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Nhà trống,0,0,30.0
48.6,10.83041144,106.6332031,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,5,4.0,4.0,Đầy đủ,1,0,9.8
80.0,10.81410543,106.7752247,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,1,4.0,4.0,Nhà trống,0,0,5.5
65.0,10.83862428,106.6599392,Giấy tờ khác,Chưa xác định,4.0,2.5,5,4.0,3.0,Đầy đủ,0,0,9.6
55.4,10.78649053,106.690473,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Thỏa thuận,0,0,15.5
82.7,10.8524401,106.6009491,Sổ hồng/Sổ đỏ,Đông Nam,5.0,6.0,4,4.0,6.0,Cơ bản,1,0,6.8
52.0,10.88211087,106.6818689,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,7.0,5,4.0,5.0,Đầy đủ,1,0,6.59
72.0,10.85336287,106.6849248,Sổ hồng/Sổ đỏ,Đông Nam,8.0,8.0,4,4.0,5.0,Đầy đủ,1,0,7.35
192.0,10.82892804,106.6172527,Sổ hồng/Sổ đỏ,Chưa xác định,9.7,6.0,3,4.0,4.0,Đầy đủ,1,1,11.9
45.0,10.84854937,106.6478652,Sổ hồng/Sổ đỏ,Tây Bắc,4.0,3.5,2,3.0,2.0,Đầy đủ,0,0,5.679
64.0,10.76625895,106.6002464,Sổ hồng/Sổ đỏ,Bắc,4.6,8.0,4,4.0,5.0,Thỏa thuận,1,0,6.8
60.0,10.75161562,106.7017164,Sổ hồng/Sổ đỏ,Đông,3.0,3.0,3,4.0,4.0,Đầy đủ,0,0,7.99
59.0,10.87998401,106.6656082,Sổ hồng/Sổ đỏ,Chưa xác định,4.4,4.0,2,2.0,2.0,Cơ bản,1,0,4.65
96.0,10.79301978,106.6154575,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,20.0,4,5.0,4.0,Nhà trống,1,0,11.5
200.0,10.83540759,106.6239813,Sổ hồng/Sổ đỏ,Bắc,8.0,2.5,1,1.0,1.0,Nhà trống,0,0,11.5
75.0,10.76974138,106.6127484,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,7.0,5,7.0,7.0,Cơ bản,1,0,9.4
50.0,10.87874229,106.7745944,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,3.0,3,3.0,3.0,Đầy đủ,0,0,4.1
75.6,10.7562126,106.6811293,Sổ hồng/Sổ đỏ,Tây Nam,4.2,16.0,6,8.0,8.0,Nhà trống,1,0,25.0
68.6,10.77144166,106.6279475,Sổ hồng/Sổ đỏ,Nam,4.0,20.0,2,2.0,2.0,Cơ bản,1,0,12.0
35.0,10.85358324,106.7593898,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,1,1.0,2.0,Thỏa thuận,0,0,3.2
48.7,10.88469258,106.6361574,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,1,3.0,2.0,Cơ bản,1,0,4.5
104.3,10.72960016,106.5808222,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,1,4.0,4.0,Đầy đủ,0,0,9.9
88.5,10.87864466,106.7751037,Sổ hồng/Sổ đỏ,Tây Bắc,9.69,2.5,1,2.0,1.0,Thỏa thuận,0,0,5.0
46.2,10.82020887,106.7044328,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,2.5,5,8.0,8.0,Đầy đủ,0,0,8.9
45.0,10.76516743,106.6753164,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,4,4.0,4.0,Đầy đủ,1,0,10.0
75.0,10.80001459,106.5892561,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Đầy đủ,0,0,5.8
77.0,10.75438373,106.6842683,Giấy tờ khác,Chưa xác định,4.9,2.5,2,4.0,4.0,Thỏa thuận,0,0,24.8
75.0,10.84441784,106.6682352,Giấy tờ khác,Chưa xác định,5.0,6.0,3,4.0,4.0,Đầy đủ,1,0,9.5
96.0,10.80810576,106.5943313,Giấy tờ khác,Chưa xác định,6.0,16.0,2,4.0,4.0,Đầy đủ,1,0,11.7
60.0,10.87886681,106.6491223,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,4,4.0,6.0,Đầy đủ,1,0,5.85
52.0,10.68128966,106.7475307,Sổ hồng/Sổ đỏ,Đông Bắc,4.0,3.5,4,5.0,3.0,Đầy đủ,0,0,6.66
61.0,10.75509924,106.6297293,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,4.0,3,4.0,3.0,Đầy đủ,1,0,6.6
35.0,10.79154222,106.6749555,Sổ hồng/Sổ đỏ,Chưa xác định,3.8,3.0,3,3.0,3.0,Đầy đủ,0,0,5.7
85.0,10.83822553,106.6368366,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,1,2.0,2.0,Cơ bản,1,0,6.9
146.6,10.6753491,106.6983885,Sổ hồng/Sổ đỏ,Đông,7.6,6.0,2,3.0,2.0,Cơ bản,1,0,7.3
55.0,10.82340215,106.6362823,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,5.0,3,4.0,5.0,Đầy đủ,1,0,8.0
72.0,10.81972698,106.7038057,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,3.0,3.0,Đầy đủ,0,1,7.9
232.0,10.80791632,106.6883033,Sổ hồng/Sổ đỏ,Chưa xác định,7.6,25.0,7,4.0,4.0,Cơ bản,1,0,56.0
142.3,10.79167835,106.68531,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,8.0,4,6.0,7.0,Nhà trống,1,0,35.0
50.0,10.82149805,106.6549566,Giấy tờ khác,Chưa xác định,4.0,6.0,3,3.0,3.0,Thỏa thuận,1,0,5.0
72.0,10.72407754,106.7351516,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,4.0,2.0,Đầy đủ,0,0,6.29
109.0,10.83080335,106.7058639,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,3,4.0,6.0,Đầy đủ,0,0,21.0
60.0,10.80490798,106.6055264,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,4,5.0,5.0,Đầy đủ,1,0,6.8
56.0,10.87859702,106.6780127,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,3,4.0,4.0,Đầy đủ,1,1,5.59
40.0,10.75381308,106.7027516,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,4.0,3.0,Cơ bản,0,0,11.6
43.0,10.89116307,106.5907063,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,5.0,1,4.0,2.0,Đầy đủ,1,0,3.5
82.4,10.79359192,106.7331847,Sổ hồng/Sổ đỏ,Tây Bắc,4.14,2.5,4,4.0,5.0,Đầy đủ,0,1,18.7
53.1,10.72954555,106.6323703,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,16.0,2,3.0,2.0,Thỏa thuận,1,0,5.2
96.0,10.86565087,106.6344107,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,24.0,3,4.0,4.0,Thỏa thuận,1,0,10.5
76.0,10.79281768,106.6244497,Giấy tờ khác,Chưa xác định,20.0,20.0,2,4.0,4.0,Thỏa thuận,1,0,11.0
53.7,10.87876552,106.7751694,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,6.0,4,4.0,4.0,Cơ bản,1,0,6.0
119.0,10.7854659,106.7529215,Sổ hồng/Sổ đỏ,Đông Nam,7.0,12.0,3,4.0,5.0,Thỏa thuận,1,0,22.5
82.0,10.70395619,106.7036541,Sổ hồng/Sổ đỏ,Đông Nam,5.5,6.0,2,3.0,3.0,Đầy đủ,1,0,5.2
90.0,10.81676945,106.7692243,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,12.0,2,2.0,2.0,Thỏa thuận,1,1,8.8
180.0,10.81503636,106.6729477,Giấy tờ khác,Chưa xác định,9.0,2.5,7,4.0,4.0,Thỏa thuận,0,1,34.0
68.0,10.84680161,106.6566297,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,10.0,4,5.0,5.0,Đầy đủ,1,0,15.3
50.0,10.8026538,106.6956372,Sổ hồng/Sổ đỏ,Chưa xác định,3.5,6.5,4,3.0,4.0,Đầy đủ,1,0,7.68
48.0,10.83250266,106.6728787,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,4.0,4.0,Đầy đủ,0,0,7.3
100.0,10.76700899,106.6277196,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,3,3.0,2.0,Thỏa thuận,1,0,9.6
44.0,10.81573659,106.6949315,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,3.0,2,3.0,3.0,Đầy đủ,0,0,6.45
120.0,10.83274872,106.7261492,Sổ hồng/Sổ đỏ,Đông Nam,4.0,4.0,3,3.0,3.0,Thỏa thuận,1,1,8.5
58.0,10.75466059,106.6191036,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,4,4.0,4.0,Nhà trống,1,0,6.9999
80.0,10.67885671,106.7534096,Sổ hồng/Sổ đỏ,Tây Nam,5.0,8.0,4,4.0,5.0,Đầy đủ,1,0,7.9
80.0,10.68416062,106.7497938,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,10.0,3,4.0,5.0,Đầy đủ,1,0,9.8
50.0,10.79314864,106.6765484,Sổ hồng/Sổ đỏ,Đông Nam,4.1,4.0,4,4.0,3.0,Đầy đủ,1,1,12.68
36.0,10.79921241,106.6937234,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.0,4,3.0,4.0,Đầy đủ,0,0,7.85
64.0,10.87963008,106.6654167,Giấy tờ khác,Đông Nam,4.0,7.0,5,4.0,6.0,Đầy đủ,1,0,6.9
125.0,10.82217522,106.7713952,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,10.0,1,3.0,1.0,Đầy đủ,1,0,9.6
200.2,10.80675834,106.7447413,Sổ hồng/Sổ đỏ,Chưa xác định,7.9,26.0,1,4.0,4.0,Nhà trống,1,0,29.0
55.0,10.74561755,106.6901833,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,12.0,2,3.0,2.0,Đầy đủ,1,1,8.5
46.0,10.77368532,106.67814,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,6.5,2,1.0,2.0,Đầy đủ,1,1,17.95
147.0,10.73071964,106.7325778,Giấy tờ khác,Chưa xác định,5.5,3.0,3,16.0,16.0,Đầy đủ,0,0,10.99
70.0,10.73102857,106.7329016,Giấy tờ khác,Chưa xác định,4.9,2.5,1,4.0,5.0,Đầy đủ,0,1,7.95
185.0,10.85544692,106.6152284,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,2,6.0,6.0,Đầy đủ,1,0,7.5
64.0,10.81523815,106.8309611,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,4.0,2.0,Nhà trống,0,0,4.5
275.0,10.79067999,106.6307988,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,5.0,1,4.0,4.0,Nhà trống,1,0,23.8
65.5,10.77811211,106.7608757,Sổ hồng/Sổ đỏ,Chưa xác định,6.4,8.0,3,3.0,3.0,Cơ bản,1,0,7.5
114.27,10.79339365,106.688599,Sổ hồng/Sổ đỏ,Chưa xác định,7.8,2.5,3,4.0,4.0,Nhà trống,0,0,30.0
67.0,10.74206076,106.6719771,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,12.0,3,4.0,3.0,Đầy đủ,1,0,9.2
70.0,10.82890185,106.6892726,Giấy tờ khác,Chưa xác định,4.1,8.0,4,8.0,8.0,Thỏa thuận,1,0,12.0
230.6,10.77281677,106.6844927,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,2.5,7,4.0,4.0,Nhà trống,0,0,45.0
150.0,10.74011758,106.6166731,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Đầy đủ,0,0,12.0
264.0,10.75979092,106.6696555,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,2.5,7,4.0,4.0,Thỏa thuận,0,0,100.0
56.0,10.80537742,106.8217005,Sổ hồng/Sổ đỏ,Bắc,4.0,8.0,3,4.0,4.0,Đầy đủ,1,0,5.85
294.0,10.8034713,106.683882,Sổ hồng/Sổ đỏ,Đông,9.7,2.5,5,8.0,8.0,Nhà trống,0,0,68.5
470.5,10.80051591,106.596355,Sổ hồng/Sổ đỏ,Chưa xác định,20.3,5.0,2,18.0,18.0,Thỏa thuận,1,1,25.5
84.0,10.72342695,106.601715,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,12.0,3,4.0,3.0,Thỏa thuận,1,0,6.4
87.0,10.7881689,106.629575,Sổ hồng/Sổ đỏ,Tây,6.0,8.0,2,3.0,2.0,Đầy đủ,1,1,8.0
75.0,10.73662718,106.7184769,Giấy tờ khác,Đông Bắc,10.0,10.0,4,3.0,3.0,Cơ bản,1,0,9.5
420.0,10.77586122,106.6106675,Giấy tờ khác,Chưa xác định,14.0,2.5,7,4.0,4.0,Thỏa thuận,0,1,90.0
40.0,10.76565516,106.6673783,Sổ hồng/Sổ đỏ,Chưa xác định,3.95,5.0,3,4.0,4.0,Đầy đủ,1,0,12.0
320.0,10.78493842,106.6420631,Sổ hồng/Sổ đỏ,Chưa xác định,16.0,2.5,7,4.0,4.0,Đầy đủ,0,0,36.0
160.0,10.90802003,106.5871618,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,9.0,2,4.0,4.0,Đầy đủ,1,0,7.5
130.9,10.80799968,106.7862999,Sổ hồng/Sổ đỏ,Đông Nam,6.0,30.0,4,4.0,4.0,Nhà trống,1,0,29.0
76.0,10.79174245,106.6940912,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Đầy đủ,0,0,20.999
84.0,10.80480062,106.8154356,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,2,3.0,2.0,Đầy đủ,1,0,5.4
110.0,10.84967204,106.7437442,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,10.0,5,4.0,4.0,Thỏa thuận,1,0,15.5
50.0,10.69286009,106.7409952,Sổ hồng/Sổ đỏ,Chưa xác định,30.0,6.0,4,4.0,4.0,Nhà trống,1,0,6.4
140.0,10.79178128,106.7800341,Sổ hồng/Sổ đỏ,Nam,4.9,2.5,5,12.0,12.0,Đầy đủ,0,0,18.5
157.0,10.8110108,106.6106505,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,4,4.0,4.0,Thỏa thuận,0,0,30.0
56.0,10.84588132,106.6648781,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,8.0,1,3.0,3.0,Thỏa thuận,1,0,5.2
318.0,10.7847183,106.6424102,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,8.0,1,4.0,4.0,Cơ bản,1,0,25.9
101.0,10.77282181,106.6792358,Sổ hồng/Sổ đỏ,Chưa xác định,6.3,5.0,4,14.0,15.0,Đầy đủ,1,1,29.9
66.0,10.84247842,106.6306894,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,4.0,3,3.0,3.0,Đầy đủ,1,0,4.92
31.0,10.69317882,106.7405725,Sổ hồng/Sổ đỏ,Chưa xác định,3.0,4.0,3,4.0,3.0,Đầy đủ,1,0,2.95
80.0,10.69276244,106.7405646,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,3,4.0,5.0,Đầy đủ,1,0,5.95
65.4,10.74551092,106.6899157,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,2.5,1,4.0,4.0,Thỏa thuận,0,0,8.3
52.0,10.82952432,106.6716097,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,3.0,3.0,Thỏa thuận,0,0,5.2
70.0,10.83041559,106.633217,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,4,3.0,4.0,Đầy đủ,1,0,7.6
80.0,10.81409093,106.6238977,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,12.0,3,3.0,3.0,Nhà trống,1,0,10.8
69.72,10.79092124,106.572767,Sổ hồng/Sổ đỏ,Chưa xác định,4.98,2.5,1,4.0,4.0,Nhà trống,0,0,3.7
51.2,10.79165175,106.7087472,Sổ hồng/Sổ đỏ,Tây Bắc,4.0,20.0,2,2.0,2.0,Cơ bản,1,0,8.3
90.0,10.76812672,106.7008799,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,12.0,2,4.0,4.0,Cơ bản,1,0,23.0
65.0,10.79662933,106.6091073,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,2,3.0,3.0,Đầy đủ,1,0,4.78
166.0,10.84857446,106.7836958,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,2,7.0,4.0,Thỏa thuận,1,0,9.7
52.0,10.81205478,106.685007,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,4,4.0,4.0,Thỏa thuận,0,0,6.48
108.0,10.80320086,106.7166187,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,4,5.0,5.0,Nhà trống,1,0,22.5
91.0,10.80270179,106.641686,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,6.0,3,3.0,3.0,Đầy đủ,1,0,12.5
146.0,10.79366754,106.6328716,Sổ hồng/Sổ đỏ,Chưa xác định,9.3,2.5,4,4.0,4.0,Nhà trống,0,0,21.9
61.8,10.78333019,106.6167676,Sổ hồng/Sổ đỏ,Chưa xác định,4.8,6.0,1,3.0,2.0,Nhà trống,1,0,5.7
93.0,10.85952013,106.6445729,Sổ hồng/Sổ đỏ,Chưa xác định,5.2,6.0,1,3.0,3.0,Đầy đủ,1,0,6.55
61.0,10.77231472,106.6845984,Sổ hồng/Sổ đỏ,Đông Bắc,4.9,5.0,3,4.0,5.0,Nhà trống,1,0,13.45
76.0,10.78455073,106.6442384,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,2,2.0,2.0,Đầy đủ,1,0,8.2
174.0,10.71580605,106.6552649,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,20.0,1,4.0,4.0,Thỏa thuận,1,0,13.3
96.3,10.85305938,106.7877347,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,12.0,2,2.0,2.0,Thỏa thuận,1,0,8.6
66.0,10.80226618,106.6417371,Sổ hồng/Sổ đỏ,Chưa xác định,4.6,2.5,4,4.0,4.0,Nhà trống,0,0,16.5
82.0,10.81470832,106.6724194,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,5,9.0,9.0,Đầy đủ,0,0,10.99
228.0,10.80173668,106.649746,Sổ hồng/Sổ đỏ,Chưa xác định,11.0,2.5,5,4.0,4.0,Đầy đủ,0,0,35.0
80.0,10.7588766,106.6775927,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,5,4.0,4.0,Đầy đủ,0,1,34.5
104.0,10.85949465,106.7568442,Sổ hồng/Sổ đỏ,Chưa xác định,5.2,5.2,2,4.0,4.0,Nhà trống,1,0,8.8
141.0,10.77782511,106.6271662,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,2.5,1,4.0,4.0,Đầy đủ,0,0,19.1
90.0,10.82501261,106.6150795,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,3,4.0,4.0,Nhà trống,0,0,7.9
102.0,10.79132504,106.6854372,Giấy tờ khác,Chưa xác định,4.9,2.5,3,4.0,4.0,Thỏa thuận,0,1,37.0
86.0,10.77581128,106.6203013,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,1,7.0,7.0,Cơ bản,1,0,6.2
54.5,10.72667309,106.7333848,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,3.0,3.0,Đầy đủ,0,1,5.8
30.0,10.78493798,106.6678003,Sổ hồng/Sổ đỏ,Đông,3.0,7.0,5,3.0,3.0,Đầy đủ,1,0,5.68
35.0,10.83900751,106.7968242,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,2.0,2.0,Thỏa thuận,0,0,3.7
62.0,10.85106327,106.7640614,Sổ hồng/Sổ đỏ,Chưa xác định,7.2,7.2,3,5.0,5.0,Nhà trống,1,0,6.6
52.0,10.76945708,106.6133287,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,13.0,4,4.0,3.0,Thỏa thuận,1,0,5.68
45.0,10.80571876,106.6335297,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,2,3.0,4.0,Cơ bản,1,0,6.75
30.8,10.7871122,106.6881203,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,1.0,1.0,Đầy đủ,0,0,15.0
67.5,10.76140876,106.5906118,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,8.0,5,4.0,4.0,Nhà trống,1,0,7.2
64.0,10.77637106,106.6385612,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,10.0,4,5.0,4.0,Đầy đủ,1,0,12.8
81.0,10.85160602,106.6586764,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,7.0,2,4.0,4.0,Nhà trống,1,0,7.6
70.0,10.77609387,106.6411014,Giấy tờ khác,Chưa xác định,3.7,7.0,2,3.0,3.0,Đầy đủ,1,1,7.19
140.0,10.8474747,106.7775464,Sổ hồng/Sổ đỏ,Chưa xác định,5.3,5.0,3,5.0,3.0,Nhà trống,1,1,12.2
53.0,10.83844482,106.659889,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,4,7.0,7.0,Thỏa thuận,0,0,8.0
96.0,10.78976168,106.6937882,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,20.0,2,4.0,4.0,Đầy đủ,1,1,34.8
326.0,10.7908394,106.6572412,Sổ hồng/Sổ đỏ,Tây Nam,11.0,10.0,5,8.0,8.0,Đầy đủ,1,0,66.0
60.0,10.83879685,106.648755,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,4,5.0,4.0,Đầy đủ,1,0,7.25
38.0,10.80557626,106.6820177,Sổ hồng/Sổ đỏ,Bắc,6.0,3.0,4,3.0,4.0,Đầy đủ,0,0,7.9
35.0,10.85691184,106.8016073,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,1,2.0,1.0,Đầy đủ,0,0,2.6
62.0,10.78455205,106.6426013,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,3,3.0,3.0,Đầy đủ,1,0,8.2
45.0,10.75153589,106.6724719,Giấy tờ khác,Chưa xác định,4.1,4.0,5,7.0,7.0,Đầy đủ,1,0,10.67
90.0,10.67510565,106.6984997,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,8.0,3,4.0,5.0,Thỏa thuận,1,0,6.5
240.0,10.78879381,106.6989488,Giấy tờ khác,Chưa xác định,8.0,2.5,2,4.0,4.0,Thỏa thuận,0,0,100.0
100.0,10.65025509,106.7292368,Sổ hồng/Sổ đỏ,Đông Nam,5.0,5.0,3,3.0,2.0,Thỏa thuận,1,1,5.5
71.1,10.77184844,106.679456,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,18.0,5,6.0,7.0,Thỏa thuận,1,0,29.0
